bin_start,bin_end,average_confidence,accuracy,count
0.0,0.06666666666666667,0.03257841,0.2524850894632207,3018
0.06666666666666667,0.13333333333333333,0.09515619,0.42426778242677826,1195
0.13333333333333333,0.2,0.16456631,0.5111876075731497,581
0.2,0.26666666666666666,0.2310222,0.583732057416268,418
0.26666666666666666,0.3333333333333333,0.29930058,0.6265060240963856,332
0.3333333333333333,0.4,0.3637658,0.7108843537414966,294
0.4,0.4666666666666667,0.4332572,0.7195121951219512,246
0.4666666666666667,0.5333333333333333,0.4991158,0.788135593220339,236
0.5333333333333333,0.6,0.5668041,0.7456140350877193,228
0.6,0.6666666666666666,0.63404125,0.756198347107438,242
0.6666666666666666,0.7333333333333333,0.700636,0.8373983739837398,246
0.7333333333333333,0.8,0.7680704,0.8327137546468402,269
0.8,0.8666666666666667,0.83523893,0.815068493150685,292
0.8666666666666667,0.9333333333333333,0.90243757,0.830952380952381,420
0.9333333333333333,1.0,0.98573416,0.9425113464447806,1983
