bin_start,bin_end,average_confidence,accuracy,count
0.26666666666666666,0.3333333333333333,0.31679448,0.4,5
0.3333333333333333,0.4,0.37114158,0.3076923076923077,26
0.4,0.4666666666666667,0.43760443,0.40350877192982454,57
0.4666666666666667,0.5333333333333333,0.50243646,0.5350877192982456,228
0.5333333333333333,0.6,0.5689854,0.5363636363636364,220
0.6,0.6666666666666666,0.63446003,0.6774193548387096,217
0.6666666666666666,0.7333333333333333,0.6977098,0.7058823529411765,221
0.7333333333333333,0.8,0.76626694,0.7647058823529411,272
0.8,0.8666666666666667,0.83858925,0.8644444444444445,450
0.8666666666666667,0.9333333333333333,0.90848094,0.9547900968783638,1858
0.9333333333333333,1.0,0.98543525,0.9854173130623642,6446
