bin_start,bin_end,average_confidence,accuracy,count
0.06666666666666667,0.13333333333333333,0.11613771,0.1,50
0.13333333333333333,0.2,0.1727833,0.0759493670886076,395
0.2,0.26666666666666666,0.235131,0.1178082191780822,730
0.26666666666666666,0.3333333333333333,0.30086038,0.14574468085106382,940
0.3333333333333333,0.4,0.36685026,0.16411378555798686,914
0.4,0.4666666666666667,0.4331528,0.18620689655172415,870
0.4666666666666667,0.5333333333333333,0.49892047,0.20145631067961164,824
0.5333333333333333,0.6,0.5649565,0.2656934306569343,685
0.6,0.6666666666666666,0.6345136,0.32372881355932204,590
0.6666666666666666,0.7333333333333333,0.70029455,0.3142329020332717,541
0.7333333333333333,0.8,0.7680766,0.36213235294117646,544
0.8,0.8666666666666667,0.8331358,0.4190800681431005,587
0.8666666666666667,0.9333333333333333,0.902249,0.520949720670391,716
0.9333333333333333,1.0,0.97830683,0.7546468401486989,1614
