bin_start,bin_end,average_confidence,accuracy,count
0.0,0.06666666666666667,0.041850857,0.21019108280254778,942
0.06666666666666667,0.13333333333333333,0.09839049,0.32632743362831856,904
0.13333333333333333,0.2,0.16505319,0.37198795180722893,664
0.2,0.26666666666666666,0.23192503,0.4403846153846154,520
0.26666666666666666,0.3333333333333333,0.2981005,0.5581395348837209,473
0.3333333333333333,0.4,0.36740252,0.6386363636363637,440
0.4,0.4666666666666667,0.43329513,0.6720183486238532,436
0.4666666666666667,0.5333333333333333,0.49900737,0.7103004291845494,466
0.5333333333333333,0.6,0.56765896,0.7790178571428571,448
0.6,0.6666666666666666,0.63556314,0.8142292490118577,506
0.6666666666666666,0.7333333333333333,0.70126873,0.8571428571428571,525
0.7333333333333333,0.8,0.76705265,0.8582677165354331,635
0.8,0.8666666666666667,0.83483857,0.9053591790193842,877
0.8666666666666667,0.9333333333333333,0.9002632,0.9414634146341463,1025
0.9333333333333333,1.0,0.9641182,0.9727831431079894,1139
