bin_start,bin_end,average_confidence,accuracy,count
0.06666666666666667,0.13333333333333333,0.11814873,0.07142857142857142,14
0.13333333333333333,0.2,0.1757521,0.1076923076923077,130
0.2,0.26666666666666666,0.235778,0.12280701754385964,342
0.26666666666666666,0.3333333333333333,0.30106425,0.1523046092184369,499
0.3333333333333333,0.4,0.36753675,0.16783216783216784,572
0.4,0.4666666666666667,0.43287766,0.2026359143327842,607
0.4666666666666667,0.5333333333333333,0.50077796,0.24269377382465057,787
0.5333333333333333,0.6,0.5659908,0.2862453531598513,807
0.6,0.6666666666666666,0.6338349,0.3333333333333333,756
0.6666666666666666,0.7333333333333333,0.7000206,0.3709043250327654,763
0.7333333333333333,0.8,0.7673685,0.36258064516129035,775
0.8,0.8666666666666667,0.8337671,0.42074592074592077,858
0.8666666666666667,0.9333333333333333,0.9012798,0.4485887096774194,992
0.9333333333333333,1.0,0.9754602,0.607721639656816,2098
