bin_start,bin_end,average_confidence,accuracy,count
0.13333333333333333,0.2,0.1848259,0.3333333333333333,12
0.2,0.26666666666666666,0.23891771,0.4827586206896552,116
0.26666666666666666,0.3333333333333333,0.30355534,0.6143344709897611,293
0.3333333333333333,0.4,0.36897045,0.7322033898305085,590
0.4,0.4666666666666667,0.43493044,0.7957124842370744,793
0.4666666666666667,0.5333333333333333,0.5015057,0.8397565922920892,986
0.5333333333333333,0.6,0.5678237,0.8557607739665787,1137
0.6,0.6666666666666666,0.6329035,0.9007751937984496,1290
0.6666666666666666,0.7333333333333333,0.7000634,0.9003164556962026,1264
0.7333333333333333,0.8,0.766042,0.911643270024773,1211
0.8,0.8666666666666667,0.8321656,0.9036885245901639,976
0.8666666666666667,0.9333333333333333,0.8984412,0.8810160427807486,748
0.9333333333333333,1.0,0.96914023,0.7893835616438356,584
