bin_start,bin_end,average_confidence,accuracy,count
0.06666666666666667,0.13333333333333333,0.11514814,0.05263157894736842,19
0.13333333333333333,0.2,0.17149702,0.1744186046511628,86
0.2,0.26666666666666666,0.23763731,0.1368421052631579,190
0.26666666666666666,0.3333333333333333,0.30294096,0.2127659574468085,282
0.3333333333333333,0.4,0.3675618,0.24431818181818182,352
0.4,0.4666666666666667,0.4333198,0.30424528301886794,424
0.4666666666666667,0.5333333333333333,0.5002209,0.3173996175908222,523
0.5333333333333333,0.6,0.56634736,0.37473684210526315,475
0.6,0.6666666666666666,0.63306826,0.41509433962264153,477
0.6666666666666666,0.7333333333333333,0.7017433,0.4734607218683652,471
0.7333333333333333,0.8,0.76769793,0.5155642023346303,514
0.8,0.8666666666666667,0.8343699,0.5561403508771929,570
0.8666666666666667,0.9333333333333333,0.9026482,0.6733333333333333,750
0.9333333333333333,1.0,0.988273,0.8832956646805014,4867
