bin_start,bin_end,average_confidence,accuracy,count
0.0,0.06666666666666667,0.045304112,0.20507399577167018,473
0.06666666666666667,0.13333333333333333,0.09882016,0.32850940665701883,691
0.13333333333333333,0.2,0.16572109,0.41385135135135137,592
0.2,0.26666666666666666,0.23194246,0.48879837067209775,491
0.26666666666666666,0.3333333333333333,0.29957864,0.5333333333333333,435
0.3333333333333333,0.4,0.3662634,0.6169154228855721,402
0.4,0.4666666666666667,0.43388188,0.6466165413533834,399
0.4666666666666667,0.5333333333333333,0.50200105,0.7426636568848759,443
0.5333333333333333,0.6,0.5664874,0.796812749003984,502
0.6,0.6666666666666666,0.6347676,0.8673780487804879,656
0.6666666666666666,0.7333333333333333,0.70037556,0.8575233022636485,751
0.7333333333333333,0.8,0.7674056,0.8929292929292929,990
0.8,0.8666666666666667,0.8336766,0.9256993006993007,1144
0.8666666666666667,0.9333333333333333,0.9000013,0.9398704902867715,1081
0.9333333333333333,1.0,0.96377957,0.9536842105263158,950
