bin_start,bin_end,average_confidence,accuracy,count
0.06666666666666667,0.13333333333333333,0.12012033,0.0,15
0.13333333333333333,0.2,0.17523803,0.11016949152542373,118
0.2,0.26666666666666666,0.2365142,0.10914454277286136,339
0.26666666666666666,0.3333333333333333,0.3012551,0.1375,480
0.3333333333333333,0.4,0.36715755,0.1890359168241966,529
0.4,0.4666666666666667,0.43182832,0.23539823008849559,565
0.4666666666666667,0.5333333333333333,0.5010554,0.29195088676671216,733
0.5333333333333333,0.6,0.56651455,0.328,750
0.6,0.6666666666666666,0.63254476,0.3674863387978142,732
0.6666666666666666,0.7333333333333333,0.70020795,0.41896024464831805,654
0.7333333333333333,0.8,0.7672427,0.45885634588563456,717
0.8,0.8666666666666667,0.8345322,0.47104247104247104,777
0.8666666666666667,0.9333333333333333,0.9014364,0.5557729941291585,1022
0.9333333333333333,1.0,0.9781188,0.76449980537174,2569
