bin_start,bin_end,average_confidence,accuracy,count
0.0,0.06666666666666667,0.047706306,0.1301775147928994,169
0.06666666666666667,0.13333333333333333,0.09845371,0.23480662983425415,362
0.13333333333333333,0.2,0.16563164,0.29512893982808025,349
0.2,0.26666666666666666,0.23304994,0.3446153846153846,325
0.26666666666666666,0.3333333333333333,0.29991236,0.436241610738255,298
0.3333333333333333,0.4,0.3657756,0.4266666666666667,300
0.4,0.4666666666666667,0.43458104,0.4713375796178344,314
0.4666666666666667,0.5333333333333333,0.49860546,0.4558303886925795,283
0.5333333333333333,0.6,0.5650861,0.5274725274725275,273
0.6,0.6666666666666666,0.6337054,0.5790960451977402,354
0.6666666666666666,0.7333333333333333,0.70218515,0.6595744680851063,329
0.7333333333333333,0.8,0.76636404,0.7163461538461539,416
0.8,0.8666666666666667,0.8363338,0.7558922558922558,594
0.8666666666666667,0.9333333333333333,0.9042821,0.8294416243654822,985
0.9333333333333333,1.0,0.9783297,0.9453645945364595,4649
