bin_start,bin_end,average_confidence,accuracy,count
0.0,0.06666666666666667,0.048809484,0.11949685534591195,159
0.06666666666666667,0.13333333333333333,0.09961843,0.23837209302325582,344
0.13333333333333333,0.2,0.16525175,0.30256410256410254,390
0.2,0.26666666666666666,0.23479423,0.37373737373737376,396
0.26666666666666666,0.3333333333333333,0.3009634,0.4244791666666667,384
0.3333333333333333,0.4,0.36847866,0.4613686534216336,453
0.4,0.4666666666666667,0.43337503,0.47674418604651164,430
0.4666666666666667,0.5333333333333333,0.5009495,0.5681341719077568,477
0.5333333333333333,0.6,0.56699383,0.6653225806451613,496
0.6,0.6666666666666666,0.6341946,0.7391304347826086,529
0.6666666666666666,0.7333333333333333,0.7005211,0.7871674491392802,639
0.7333333333333333,0.8,0.7676947,0.8496969696969697,825
0.8,0.8666666666666667,0.8348191,0.9112107623318386,1115
0.8666666666666667,0.9333333333333333,0.9009558,0.9367732558139535,1376
0.9333333333333333,1.0,0.9694,0.9778560644187216,1987
