bin_start,bin_end,average_confidence,accuracy,count
0.0,0.06666666666666667,0.045618564,0.20502092050209206,478
0.06666666666666667,0.13333333333333333,0.099046975,0.34346103038309117,757
0.13333333333333333,0.2,0.1660946,0.4263233190271817,699
0.2,0.26666666666666666,0.23202203,0.5136986301369864,584
0.26666666666666666,0.3333333333333333,0.29950497,0.5736301369863014,584
0.3333333333333333,0.4,0.36757135,0.6918819188191881,542
0.4,0.4666666666666667,0.43462133,0.7614533965244866,633
0.4666666666666667,0.5333333333333333,0.5016284,0.8414464534075105,719
0.5333333333333333,0.6,0.56581295,0.8554070473876063,823
0.6,0.6666666666666666,0.634029,0.8987603305785123,968
0.6666666666666666,0.7333333333333333,0.7002161,0.9135932560590094,949
0.7333333333333333,0.8,0.7649262,0.9383155397390273,843
0.8,0.8666666666666667,0.83163023,0.9486803519061584,682
0.8666666666666667,0.9333333333333333,0.8970294,0.9635627530364372,494
0.9333333333333333,1.0,0.96328723,0.9673469387755103,245
