bin_start,bin_end,average_confidence,accuracy,count
0.0,0.06666666666666667,0.032855447,0.252925877763329,3076
0.06666666666666667,0.13333333333333333,0.09535121,0.43800978792822187,1226
0.13333333333333333,0.2,0.16426098,0.5199386503067485,652
0.2,0.26666666666666666,0.23139368,0.5898520084566596,473
0.26666666666666666,0.3333333333333333,0.29863095,0.7024390243902439,410
0.3333333333333333,0.4,0.36683774,0.7203647416413373,329
0.4,0.4666666666666667,0.4333724,0.7946127946127947,297
0.4666666666666667,0.5333333333333333,0.50015265,0.7475728155339806,309
0.5333333333333333,0.6,0.56722546,0.8169491525423729,295
0.6,0.6666666666666666,0.6333365,0.8298611111111112,288
0.6666666666666666,0.7333333333333333,0.6998136,0.8054607508532423,293
0.7333333333333333,0.8,0.7683559,0.846820809248555,346
0.8,0.8666666666666667,0.8341857,0.8826666666666667,375
0.8666666666666667,0.9333333333333333,0.90135765,0.9435215946843853,602
0.9333333333333333,1.0,0.97097015,0.9630709426627794,1029
