bin_start,bin_end,average_confidence,accuracy,count
0.06666666666666667,0.13333333333333333,0.11973554,0.17142857142857143,35
0.13333333333333333,0.2,0.17233032,0.10305343511450382,262
0.2,0.26666666666666666,0.23514928,0.152317880794702,453
0.26666666666666666,0.3333333333333333,0.30033895,0.16374269005847952,684
0.3333333333333333,0.4,0.3649092,0.22560975609756098,656
0.4,0.4666666666666667,0.43329236,0.25862068965517243,638
0.4666666666666667,0.5333333333333333,0.49998114,0.2620904836193448,641
0.5333333333333333,0.6,0.566194,0.333889816360601,599
0.6,0.6666666666666666,0.63232577,0.35,580
0.6666666666666666,0.7333333333333333,0.7006754,0.43316412859560066,591
0.7333333333333333,0.8,0.7666326,0.4735915492957746,568
0.8,0.8666666666666667,0.83325076,0.5127388535031847,628
0.8666666666666667,0.9333333333333333,0.9028892,0.5935483870967742,775
0.9333333333333333,1.0,0.9829049,0.8397923875432526,2890
