bin_start,bin_end,average_confidence,accuracy,count
0.06666666666666667,0.13333333333333333,0.11556909,0.011235955056179775,89
0.13333333333333333,0.2,0.17266273,0.06030150753768844,597
0.2,0.26666666666666666,0.23509467,0.07053140096618357,1035
0.26666666666666666,0.3333333333333333,0.29972038,0.09773123909249563,1146
0.3333333333333333,0.4,0.36649767,0.12570356472795496,1066
0.4,0.4666666666666667,0.43330538,0.14026236125126135,991
0.4666666666666667,0.5333333333333333,0.49900827,0.16321559074299635,821
0.5333333333333333,0.6,0.5655103,0.19894598155467721,759
0.6,0.6666666666666666,0.63217616,0.18507462686567164,670
0.6666666666666666,0.7333333333333333,0.6990032,0.24339622641509434,530
0.7333333333333333,0.8,0.7657867,0.267578125,512
0.8,0.8666666666666667,0.8328625,0.2907662082514735,509
0.8666666666666667,0.9333333333333333,0.90103555,0.3737166324435318,487
0.9333333333333333,1.0,0.97305506,0.5786802030456852,788
