bin_start,bin_end,average_confidence,accuracy,count
0.2,0.26666666666666666,0.25862473,0.0,2
0.26666666666666666,0.3333333333333333,0.3012117,0.4230769230769231,26
0.3333333333333333,0.4,0.372344,0.40298507462686567,67
0.4,0.4666666666666667,0.43725535,0.512,125
0.4666666666666667,0.5333333333333333,0.50372815,0.611904761904762,420
0.5333333333333333,0.6,0.56821436,0.7080867850098619,507
0.6,0.6666666666666666,0.6349666,0.821939586645469,629
0.6666666666666666,0.7333333333333333,0.70188135,0.9018324607329843,764
0.7333333333333333,0.8,0.7696823,0.9371282922684792,1177
0.8,0.8666666666666667,0.8285772,0.9683377308707124,1137
0.8666666666666667,0.9333333333333333,0.8948478,0.9327354260089686,446
0.9333333333333333,1.0,0.99599755,0.9817021276595744,4700
