bin_start,bin_end,average_confidence,accuracy,count
0.2,0.26666666666666666,0.26072228,0.5,2
0.26666666666666666,0.3333333333333333,0.30927536,0.23529411764705882,17
0.3333333333333333,0.4,0.3735229,0.3333333333333333,42
0.4,0.4666666666666667,0.43908638,0.3076923076923077,91
0.4666666666666667,0.5333333333333333,0.5064863,0.4583333333333333,240
0.5333333333333333,0.6,0.56770885,0.44256756756756754,296
0.6,0.6666666666666666,0.63482517,0.5562913907284768,302
0.6666666666666666,0.7333333333333333,0.7028196,0.5693215339233039,339
0.7333333333333333,0.8,0.7681473,0.569620253164557,395
0.8,0.8666666666666667,0.83328,0.6708333333333333,480
0.8666666666666667,0.9333333333333333,0.90328145,0.6720867208672087,738
0.9333333333333333,1.0,0.99062324,0.9230660243695098,7058
