bin_start,bin_end,average_confidence,accuracy,count
0.13333333333333333,0.2,0.19595914,1.0,1
0.2,0.26666666666666666,0.23737603,0.0,4
0.26666666666666666,0.3333333333333333,0.30489632,0.22727272727272727,22
0.3333333333333333,0.4,0.3718106,0.5263157894736842,38
0.4,0.4666666666666667,0.44168282,0.4727272727272727,110
0.4666666666666667,0.5333333333333333,0.5010438,0.5296442687747036,253
0.5333333333333333,0.6,0.5667266,0.602510460251046,239
0.6,0.6666666666666666,0.63425,0.7263157894736842,285
0.6666666666666666,0.7333333333333333,0.70076007,0.7528089887640449,356
0.7333333333333333,0.8,0.7717883,0.8870967741935484,558
0.8,0.8666666666666667,0.836791,0.9186046511627907,1118
0.8666666666666667,0.9333333333333333,0.90374064,0.9510671525247267,1921
0.9333333333333333,1.0,0.97511417,0.9731108930323847,5095
