bin_start,bin_end,average_confidence,accuracy,count
0.13333333333333333,0.2,0.19278942,0.0,1
0.2,0.26666666666666666,0.24775477,0.4,5
0.26666666666666666,0.3333333333333333,0.30770472,0.391304347826087,23
0.3333333333333333,0.4,0.37363306,0.43636363636363634,55
0.4,0.4666666666666667,0.43783543,0.3333333333333333,126
0.4666666666666667,0.5333333333333333,0.5060956,0.39271255060728744,247
0.5333333333333333,0.6,0.56564766,0.4530386740331492,362
0.6,0.6666666666666666,0.6337236,0.45776566757493187,367
0.6666666666666666,0.7333333333333333,0.7022151,0.5693069306930693,404
0.7333333333333333,0.8,0.76683223,0.5667506297229219,397
0.8,0.8666666666666667,0.8344698,0.5847953216374269,513
0.8666666666666667,0.9333333333333333,0.90283453,0.6056701030927835,776
0.9333333333333333,1.0,0.99073964,0.879535990481856,6724
