bin_start,bin_end,average_confidence,accuracy,count
0.2,0.26666666666666666,0.24957661,0.0,5
0.26666666666666666,0.3333333333333333,0.30019793,0.1875,16
0.3333333333333333,0.4,0.36967254,0.3235294117647059,34
0.4,0.4666666666666667,0.43233666,0.3888888888888889,54
0.4666666666666667,0.5333333333333333,0.5044639,0.5685279187817259,197
0.5333333333333333,0.6,0.56815106,0.6273764258555133,263
0.6,0.6666666666666666,0.6347942,0.7386018237082067,329
0.6666666666666666,0.7333333333333333,0.7029404,0.8484162895927602,442
0.7333333333333333,0.8,0.76939195,0.8693467336683417,597
0.8,0.8666666666666667,0.83706766,0.9220647773279352,988
0.8666666666666667,0.9333333333333333,0.89823204,0.9576427255985267,1629
0.9333333333333333,1.0,0.9941565,0.9608887256702167,5446
